nctid	race	count
NCT00162123	white	236.0
NCT00162136	black	5.0
NCT00162136	white	26.0
NCT00162266	black	9.0
NCT00162266	white	295.0
NCT00162370	black or african american	4.0
NCT00162370	white	386.0
NCT00162942	african american	10.0
NCT00163293	black	11.0
NCT00165841	black or african american	19.0
NCT00165841	white	138.0
NCT00167934	african american	37.0
NCT00168103	black	4.0
NCT00168103	white	111.0
NCT00171210	black or african american	3.0
NCT00171210	white	488.0
NCT00171834	black or african american	1.0
NCT00172185	black or african american	6.0
NCT00172185	white	59.0
NCT00174915	black or african american	120.0
NCT00174915	white	835.0
NCT00174941	black or african american	9.0
NCT00174941	white	99.0
NCT00174954	black or african american	9.0
NCT00174954	white	22.0
NCT00174967	black or african american	11.0
NCT00174967	white	133.0
NCT00175006	black or african american	7.0
NCT00175006	white	5.0
NCT00175019	black or african american	96.0
NCT00175019	white	862.0
NCT00175916	black	2.0
NCT00175916	white	721.0
NCT00177047	black or african american	35.0
NCT00177047	white	304.0
NCT00177164	black or african american	9.0
NCT00177164	white	38.0
NCT00178178	black or african american	4.0
NCT00178178	white	90.0
NCT00179309	black or african american	10.0
NCT00179309	white	35.0
NCT00179413	black or african american	72.0
NCT00179413	white	467.0
NCT00179478	non whiterace/ethnicity	14.0
NCT00179478	whiterace/ethnicity	141.0
NCT00179621	white	202.0
NCT00179660	black	2.0
NCT00179660	white	36.0
NCT00179673	black	4.0
NCT00179673	white	37.0
NCT00179777	black or african american	26.0
NCT00179777	white	2074.0
NCT00180713	black	1.0
NCT00180713	white	32.0
NCT00181207	black or african american	8.0
NCT00181207	white	40.0
NCT00181961	black or african american	2.0
NCT00181961	white	14.0
NCT00182637	black or african american	1.0
NCT00182637	white	4.0
NCT00182689	black or african american	2.0
NCT00182689	white	76.0
NCT00183170	black	8.0
NCT00183170	white	155.0
NCT00183339	black or african american	3.0
NCT00183339	white	12.0
NCT00183794	black or african american	0.0
NCT00183794	white	4.0
NCT00183872	black or african american	0.0
NCT00183872	white	14.0
NCT00184002	black or african american	0.0
NCT00184002	white	7.0
NCT00184093	black or african american	0.0
NCT00184093	white	0.0
NCT00184600	black / black british	9.0
NCT00184600	white	653.0
NCT00184717	black or african american	0.0
NCT00184717	white	0.0
NCT00185614	black or african american	5.0
NCT00185614	white	43.0
NCT00185640	black or african american	6.0
NCT00185640	white	233.0
NCT00185692	black or african american	0.0
NCT00185692	white	14.0
NCT00185731	black or african american	0.0
NCT00185731	white	21.0
NCT00186017	non-whiterace/ethnicity	15.0
NCT00186017	whiterace/ethnicity	30.0
NCT00186056	black or african american	0.0
NCT00186056	white	14.0
NCT00186121	black or african american	4.0
NCT00186121	white	20.0
NCT00186446	black or african american	0.0
NCT00186446	white	17.0
NCT00186498	black or african american	1.0
NCT00186498	white	10.0
NCT00186628	black or african american	1.0
NCT00186628	white	32.0
NCT00189488	black or african american	7.0
NCT00189488	white or caucasian	132.0
NCT00190684	african descent	98.0
NCT00190749	african descent	60.0
NCT00190775	african descent	17.0
NCT00190983	black	2.0
NCT00190983	white	24.0
NCT00191113	black or african american	1.0
NCT00191113	white	120.0
NCT00191139	black	3.0
NCT00191152	african descent	35.0
NCT00191282	african descent	7.0
NCT00191451	black	24.0
NCT00191646	black or african american	25.0
NCT00191854	african	2.0
NCT00191945	african	1.0
NCT00192075	african descent	11.0
NCT00192114	black or african american	0.0
NCT00192114	white	28.0
NCT00192504	white/non-hispanic	3.0
NCT00194116	black or african american	9.0
NCT00194116	white	42.0
NCT00194779	black or african american	4.0
NCT00194779	white	35.0
NCT00195624	black or african american	10.0
NCT00195624	white	25.0
NCT00196313	african-american	35.0
NCT00196326	african-american	256.0
NCT00196937	black	1.0
NCT00196937	white/caucasian	665.0
NCT00196976	arabic/ north african	7.0
NCT00196976	arabic/north african	3.0
NCT00196976	black	3.0
NCT00196976	white/caucasian	150.0
NCT00196976	white/ caucasian	449.0
NCT00197106	african	2.0
NCT00197106	african-american	1.0
NCT00198042	black or african american	2.0
NCT00198042	white	14.0
NCT00198133	black or african american	2.0
NCT00198133	white	23.0
NCT00199797	black or african american	0.0
NCT00199797	white	20.0
NCT00199836	black or african american	0.0
NCT00199836	white	14.0
NCT00199849	black or african american	0.0
NCT00199849	white	17.0
NCT00199875	black or african american	1.0
NCT00199875	white	16.0
NCT00199888	black or african american	0.0
NCT00199888	white	24.0
NCT00199901	white/caucasian	110.0
NCT00200161	black or african american	3.0
NCT00200161	white	74.0
NCT00200850	black or african american	1.0
NCT00200850	white	29.0
NCT00201240	white	42.0
NCT00201825	black or african american	4.0
NCT00201825	white	25.0
NCT00201864	black or african american	4.0
NCT00201864	white	36.0
NCT00203021	black	5.0
NCT00203021	white	198.0
NCT00203411	black or african american	3.0
NCT00203411	white	36.0
NCT00203424	black or african american	0.0
NCT00203424	white	20.0
NCT00204737	black or african american	0.0
NCT00204737	white	11.0
NCT00205179	white	64.0
NCT00205660	non-white	37.0
NCT00205660	white	14.0
NCT00205699	non-white	79.0
NCT00205699	white	65.0
NCT00206518	black	42.0
NCT00206518	white	48.0
NCT00207090	white	15.0
NCT00207142	black	39.0
NCT00207142	white	209.0
NCT00209339	black or african american	2.0
NCT00209339	white	52.0
NCT00211692	black or african american	21.0
NCT00211692	white	41.0
NCT00212134	black or african american	8.0
NCT00212134	white	97.0
NCT00212264	black or african american	50.0
NCT00212264	white	155.0
NCT00214097	black	31.0
NCT00214097	white	270.0
NCT00214136	black or african american	0.0
NCT00214136	white	30.0
NCT00214422	black or african american	4.0
NCT00214422	white	14.0
NCT00214890	black	1.0
NCT00214890	white	14.0
NCT00215683	black or african american	3.0
NCT00215683	white	133.0
NCT00216476	black	1.0
NCT00217490	black or african american	48.0
NCT00217490	white	527.0
NCT00217594	african americanrace/ethnicity	2.0
NCT00217594	whiterace/ethnicity	24.0
NCT00217620	black	3.0
NCT00217620	white	33.0
NCT00217672	black or african american	9.0
NCT00217672	white	46.0
NCT00218257	black or african american	25.0
NCT00218257	white	12.0
NCT00218426	black or african american	0.0
NCT00218426	white	306.0
NCT00221104	black or african american	0.0
NCT00221104	white	0.0
NCT00221338	black or african american	0.0
NCT00221338	white	638.0
NCT00223652	black or african american	0.0
NCT00223652	white	67.0
NCT00223665	black or african american	3.0
NCT00223665	white	98.0
NCT00223821	black or african american	20.0
NCT00223821	white	44.0
NCT00224484	arabic/north african	33.0
NCT00224484	black	306.0
NCT00224484	white/caucasian	5320.0
NCT00224952	black or african american	18.0
NCT00224952	white	238.0
NCT00225251	black or african american	4.0
NCT00225251	white	14.0
NCT00225277	black or african american	57.0
NCT00225277	white	445.0
NCT00225420	black or african american	4.0
NCT00225420	white	14.0
NCT00225732	black or african american	175.0
NCT00226499	arabic/north africanrace	34.0
NCT00226499	blackrace	19.0
NCT00226499	white/caucasianrace	5694.0
NCT00227019	black or african american	0.0
NCT00227019	white	10.0
NCT00227266	black or african american	1.0
NCT00227266	white	80.0
NCT00227370	black or african american	13.0
NCT00227370	white	123.0
NCT00227877	black non-hispanic	217.0
NCT00227877	white non-hispanic	1942.0
NCT00227903	black	89.0
NCT00227903	white	36.0
NCT00230100	black or african american	0.0
NCT00230100	white	45.0
NCT00231413	arabic/north african	1.0
NCT00231413	black	6.0
NCT00231413	white/caucasian	355.0
NCT00231777	black	27.0
NCT00231777	white	155.0
NCT00231816	african	1.0
NCT00231816	black	206.0
NCT00231816	white	519.0
NCT00231842	black or african american	16.0
NCT00231842	white	10.0
NCT00232505	black or african american	28.0
NCT00232505	white	70.0
NCT00232596	african - american (black)	30.0
NCT00233064	black or african american	49.0
NCT00233064	white	300.0
NCT00233454	black or african american	0.0
NCT00233454	white	25.0
NCT00233987	black or african american	7.0
NCT00233987	white	77.0
NCT00234039	black or african american	0.0
NCT00234039	white	43.0
NCT00234052	black or african american	5.0
NCT00234052	white	41.0
NCT00234286	black	1876.0
NCT00234286	hispanic black	2.0
NCT00234286	hispanic white	8.0
NCT00234286	white	3528.0
NCT00235547	african-americanrace/ethnicity	91.0
NCT00235547	whiterace/ethnicity	51.0
NCT00235716	black or african american	80.0
NCT00235716	white	529.0
NCT00235755	african-american (black)	5.0
NCT00236184	black or african american	56.0
NCT00236184	white	484.0
NCT00236197	black or african american	70.0
NCT00236197	white	384.0
NCT00237692	african american	285.0
NCT00237718	black or african american	188.0
NCT00237718	white	128.0
NCT00238121	african-american	5.0
NCT00238121	non-hispanic white	39.0
NCT00238238	black or african american	4.0
NCT00238238	white	81.0
NCT00238264	black or african american	9.0
NCT00238264	white	75.0
NCT00240110	black or african american	14.0
NCT00240110	white	12.0
NCT00241280	african-american	29.0
NCT00241280	white	420.0
NCT00241904	black	417.0
NCT00241904	white	108.0
NCT00241969	race-white	77.0
NCT00242684	black or african american	54.0
NCT00242684	white	392.0
NCT00243074	black or african american	0.0
NCT00243074	white	44.0
NCT00243230	black	20.0
NCT00243230	white	79.0
NCT00243841	black or african american	11.0
NCT00243841	white	64.0
NCT00243919	black or african american	90.0
NCT00243919	white	236.0
NCT00244374	black or african american	11.0
NCT00244374	white	392.0
NCT00244712	african american/african heritage	246.0
NCT00244712	white	351.0
NCT00244725	african american/african heritage	67.0
NCT00244725	white - arabic/north african heritage	2.0
NCT00244725	white - white/caucasian/european heritage	866.0
NCT00244751	black or african american	35.0
NCT00244751	white	198.0
NCT00244764	african american/african heritage (her)	4.0
NCT00244764	american indian or alaska native and white	1.0
NCT00244764	white	178.0
NCT00244855	black or african american	1.0
NCT00244855	white	29.0
NCT00244933	black or african american	11.0
NCT00244933	white	8.0
NCT00244985	black or african american	3.0
NCT00244985	white	39.0
NCT00245219	black, african-american	22.0
NCT00245219	white, caucasian	220.0
NCT00246090	black or african american	12.0
NCT00246090	white	199.0
NCT00246337	black	57.0
NCT00246337	white	259.0
NCT00246753	black or african american	3.0
NCT00246753	white	26.0
NCT00248612	african american	5.0
NCT00248612	white	70.0
NCT00248625	black or african american	30.0
NCT00248625	white	133.0
NCT00248833	black or african american	19.0
NCT00248833	white	16.0
NCT00249444	black or african american	29.0
NCT00249444	white	27.0
NCT00250432	black	23.0
NCT00250679	black or african american	63.0
NCT00251316	african american	2.0
NCT00251693	black or african american	92.0
NCT00251693	white	1783.0
NCT00251719	black or african american	96.0
NCT00251719	white	1770.0
NCT00251745	black or african american	121.0
NCT00251745	white	731.0
NCT00251758	black or african american	121.0
NCT00251758	white	731.0
NCT00251862	black or african american	512.0
NCT00251862	white	283.0
NCT00252512	black or african american	113.0
NCT00252512	white	188.0
NCT00252564	black or african american	30.0
NCT00252564	white	199.0
NCT00252577	black or african american	12.0
NCT00252577	white	108.0
NCT00253435	black or african american	4.0
NCT00253435	white	41.0
NCT00253708	white	36.0
NCT00254163	black	12.0
NCT00254163	mixed: black/indian	2.0
NCT00254410	black or african american	1.0
NCT00254410	white	29.0
NCT00254501	black or african american	1.0
NCT00254501	white	62.0
NCT00255125	black or african american	12.0
NCT00255125	white	69.0
NCT00255151	black or african american	39.0
NCT00255151	white	395.0
NCT00255164	black or african american	39.0
NCT00255164	white	395.0
NCT00255190	black of african heritage	62.0
NCT00255190	white	492.0
NCT00255346	black or african american	1.0
NCT00255346	white	66.0
NCT00255801	black or african american	13.0
NCT00255801	white	22.0
NCT00255944	black or african american	22.0
NCT00255944	white	651.0
NCT00256217	black or african american	3.0
NCT00256217	white	27.0
NCT00256451	black or african american	43.0
NCT00256451	white	0.0
NCT00256854	black or african american	3.0
NCT00256854	white	130.0
NCT00256867	african american/african heritage	26.0
NCT00256867	white - arabic/north african heritage	8.0
NCT00256867	white -white/caucasian/european heritage	203.0
NCT00257920	black or african american	33.0
NCT00257920	white	7.0
NCT00258154	black	21.0
NCT00258154	white	373.0
NCT00258180	black or african american	0.0
NCT00258180	white	2.0
NCT00258206	black or african american	6.0
NCT00258206	white	15.0
NCT00258362	black	1.0
NCT00258362	white	35.0
NCT00258427	black or african american	3.0
NCT00258427	white	8.0
NCT00259740	african american	11.0
NCT00260065	black or african american	6.0
NCT00260065	white	86.0
NCT00260689	black or african american	36.0
NCT00260689	white	60.0
NCT00260832	black or african american	3.0
NCT00260832	white	422.0
NCT00261443	black/african american	31.0
NCT00261443	white	230.0
NCT00261716	african american	14.0
NCT00261807	black or african american	13.0
NCT00261807	white	12.0
NCT00261950	black	10.0
NCT00261950	white	91.0
NCT00262600	black	176.0
NCT00262600	white	12679.0
NCT00262847	non-hispanic black	80.0
NCT00262847	non-hispanic white	1566.0
NCT00262860	black	2.0
NCT00262860	white	16.0
NCT00263588	african american/african	7.0
NCT00263588	white - arabic/north african	2.0
NCT00263588	white - white/ caucasian/european	212.0
NCT00264147	black	29.0
NCT00264147	white	549.0
NCT00264238	black or african american	0.0
NCT00264238	white	14.0
NCT00264498	black	1.0
NCT00264641	black or african american	0.0
NCT00264641	white	20.0
NCT00264849	black or african american	0.0
NCT00264849	white	391.0
NCT00265148	black	1.0
NCT00265148	white/caucasian	74.0
NCT00265889	black or african american	2.0
NCT00265889	white	35.0
NCT00266110	black or african american	1.0
NCT00266110	white	16.0
NCT00266708	african american	6.0
NCT00266708	white	11.0
NCT00266825	black	145.0
NCT00266825	not black	205.0
NCT00266851	whiterace	87.0
NCT00267020	black or african american	12.0
NCT00267020	white	104.0
NCT00267098	african american	40.0
NCT00267202	black or african american	28.0
NCT00267202	white	230.0
NCT00267488	african heritage/african american	3.0
NCT00267696	black or african american	3.0
NCT00267696	white	36.0
NCT00267865	black or african american	8.0
NCT00267865	white	3.0
NCT00268203	black	20.0
NCT00268203	white	711.0
NCT00268892	black or african american	11.0
NCT00268892	white	264.0
NCT00268905	black or african american	19.0
NCT00268905	white	33.0
NCT00268983	white	14.0
NCT00268996	black or african american	3.0
NCT00268996	white	317.0
NCT00269087	black or african american	0.0
NCT00269087	white	0.0
NCT00269152	african	2.0
NCT00269399	black or african american	26.0
